,order_type,procedure_name,count(*)
2415,Isolation,ENTERIC CONTACT AND AIRBORNE ISOLATON,4
2416,Imaging,MRI KNEE W CONTRAST LEFT,4
2417,Lab,"NICOTINE SCREEN, URINE",4
2418,Nursing,FOLLOW PW ENT: MAJOR HEAD AND NECK SURGERY; CLEAN POST OP PATHWAY,4
2419,Imaging,CTA VENOUS LOW EXT W CONTRAST RIGHT,4
2420,Nursing,ACTIVITIES OF DAILY LIVING - ANTEPARTUM,4
2421,Lab,IGD,4
2422,Neurology,EMG WITHOUT NERVE CONDUCTION,4
2423,Nursing,"FOLLOW PW CAR: ACUTE MYOCARDIAL INFARCTION, STEMI PATHWAY",4
2424,Consult,IP CONSULT TO DENTAL HYGIENE,4
2425,Lab,"UREA NITROGEN, FLUID",4
2426,Pathology,AUTOPSY - GROSS & MICROSCOPIC,4
2427,Imaging,CT ABLATION BONE TUMOR PERC,4
2428,Lab,HAEMOPHILUS INFLUENZA B ANTIBODY,4
2429,Imaging,CT HIP W CONTRAST RIGHT,4
2430,Imaging,CT FEMUR W WO CONTRAST LEFT,4
2431,Lab,VON WILLEBRAND FACTOR ASSAY,4
2432,Lab,MEDICATION COMPLIANCE DRUG SCREEN,4
2433,Imaging,CT UPR EXT WO CONTRAST RIGHT,4
2434,Lab,"NEONATAL BMP,LIVER,CHEM PLUS PROFILE",4
2435,Imaging,US BIOPSY ABDOMEN,4
2436,Nursing,CARDIAC OUTPUT MONITORING,4
2437,Lab,FACTOR XIII QUALITATIVE,4
2438,Lab,T4 FREE DIRECT DIALYSIS,4
2439,Imaging,US PANCREAS,4
2440,Imaging,MRA ABDOMEN WO CONTRAST,4
2441,Lab,VON WILLEBRAND MULTIMER ASSAY,4
2442,Imaging,XR LUMBAR SPINE BEND ONLY 2 OR 3 VW,4
2443,Imaging,MRI LOW EXT  JOINT W WO CONT LEFT,4
2444,Nursing,THERAPEUTIC WALK,4
2445,Nursing,FOLLOW INTERDIS PW: ATRIAL FIBRILLATION/ATRIAL FLUTTER,4
2446,Lab,"GLUCOSE CONFIRM., NURSING ONLY",4
2447,Nursing,STRAPPING OF CHEST,4
2448,Audiology,AUDIOGRAM,4
2449,Imaging,XR ANKLE 2 VW BILAT,4
2450,Imaging,MRI SACRUM W CONTRAST,4
2451,Imaging,US OB GREATER THAN 14 WKS + UMB ART DOP,4
2452,Lab,ENTEROVIRUS ANTIBODY PANEL,4
2453,Lab,"MICROALBUMIN, 24HR URINE",4
2454,Imaging,US BPP WO NST+OB LTD+MCA+UMBIL ART,4
2455,Imaging,CT WRIST WO CONTRAST RIGHT,4
2456,Imaging,MRI TIBIA FIBULA W WO CONT BI,4
2457,Electrophysiology,"STRESS TEST, EXERCISE",4
2458,Lab,"VMA, RANDOM URINE",4
2459,Lab,"ACETYLCHOLINESTERASE, RBC",4
2460,Imaging,NM LIVER SCAN ONLY,4
2461,Lab,NMO IGG TITER,4
2462,Lab,"DIFFERENTIAL CYTOSPIN, CSF",4
2463,PT,PT COMPRESSION GARMENT MEASUREMENT,4
2464,Imaging,MRI THERAPY PLAN LSPINE WO CONTR,4
2465,Imaging,CT FOOT W CONTRAST RIGHT,4
2466,Imaging,NM ABSCESS LOC WHOLE BODY CERET,4
2467,Imaging,CT HAND WO CONTRAST RIGHT,4
2468,Isolation,ENHANCED CONTACT ISOLATION,4
2469,Lab,PROTEIN C ANTIGEN,4
2470,Imaging,CT CERV THOR LUMB WITH CONTRAST,4
2471,ECHO,ECHO TRANSESOPHAGEAL WITH CARDIOVERSION,4
2472,Nursing,REASON FOR NOT PRESCRIBING ANTICOAGULANT,4
2473,Imaging,CT LOW EXT WO CONTRAST BI,4
2474,Imaging,NM WHITE BLOOD CELL WHOLE BODY,4
2475,External Education,EDUCATION VAGINAL BIRTH AFTER C-SECTION (VBAC) - EMMI,4
2476,Lab,FACTOR XI ASSAY,4
2477,Lab,HEPATITIS B SURFACE ANTIGEN CONFIRMATION BY NEULTRALIZATION,4
2478,Equipment,TRAPEZE,4
2479,Outpatient Referral,AMB REFERRAL TO DIETICIAN,4
2480,Lab,"CHLORIDE, 24 HR URINE",4
2481,Imaging,XR CALCANEUS 2+ VW BILAT,4
2482,Nourishments,DIET SUPPLEMENT GEN PEDS,4
2483,OB,EXCHANGE TRANSFUSION NEWBORN,4
2484,Lab,"ARSENIC, BLOOD",4
2485,Lab,UGT1A1 POLYMORPHISM,4
2486,Imaging,CT ANKLE W CONTRAST RIGHT,4
2487,Imaging,NM RADIOPHARM THERAPY ORAL ADMIN,4
2488,Lab,"IMMUNOFIXATION, CRYOGLOBULIN",4
2489,Equipment,SEQ COMPRESSION DEVICE UNIT,4
2490,Lab,"COMPLEMENT C1Q, IMMUNE COMPLEX BY BINDING",4
2491,Lab,"CORTISOL FREE, URINE",4
2492,Imaging,CT ABSCESS FISTULA SINUS TRACT,4
2493,Nursing,CONTACT SEXUAL ASSAULT NURSE EXAMINER,4
2494,Lab,"ADENOSINE DEAMINASE, PERICARDIAL FLUID",4
2495,Imaging,CT ANKLE W WO CONTRAST RIGHT,4
2496,Lab,"MAGNESIUM, 24HR URINE",4
2497,Lab,"ETHANOL, URINE",4
2498,Lab,ACID PHOSPHATASE PROSTATIC,4
2499,Nursing,PATIENT MAY IN AND OUT CATHETER,4
2500,Imaging,XR LEG LENGTH,4
2501,Lab,OBSTETRIC PANEL,4
2502,Imaging,XR HEAD FOR ORTHODONTIA,4
2503,Lab,ESTROGENS FRACTIONATED,4
2504,OB,OB INDUCTION,4
2505,Outpatient Referral,AMB REFERRAL TO PEDIATRIC GASTROENTEROLOGY,4
2506,Lab,DIPHTHERIA AND TETANUS ANTIBODIES,4
2507,Lab,FACTOR II ASSAY,4
2508,Imaging,XR EYE FOREIGN BODY,4
2509,Immunization/Injection,RABIES VACCINE IM,4
2510,Imaging,CT CERVICAL THORACIC WITH CONTRAST,4
2511,Nursing,FOLLOW PW PUL: NONCARDIOGENIC PULMONARY EDEMA (ARDS) ADULT PATHWAY,4
2512,Imaging,NM ABSCESS LOCALIZATION LIMITED,4
2513,Imaging,CT LOW EXT W WO CONTRAST RIGHT,4
2514,Microbiology,HSV 1 AND 2 DFA,4
2515,Imaging,MRI FOOT W CONTRAST BILAT,4
2516,Lab,NEEDLESTICK EXPOSURE PANEL,4
2517,Imaging,US COMMON BILE DUCT,4
2518,Imaging,CT FOOT WO CONTRAST BILAT,4
2519,Imaging,CTA VENOUS LOW EXT W WO CONTRAST BI,4
2520,Imaging,US AORTA IVC ILIAC DUPLEX LTD,4
2521,External Education,EDUCATION TAKING WARFARIN (COUMADIN (R)),4
2522,Lab,"ALLERGY PANEL, FOOD",4
2523,Microbiology,BRUCELLA AB AGGLUTINATION,4
2524,Nursing,TRANSPORT BY,4
2525,Imaging,MRI LOW EXT NON JNT W WO CONT BI,4
2526,Nursing,APPLY FEMORAL COMPRESSION SYSTEM TO SITE,4
2527,Lab,ACETYLCHOLINE RECEPTOR MODULATING AB,4
2528,Imaging,MRI LOW EXT NON JNT W WO CONT LT,4
2529,Respiratory Care,DEMO OR EVALUATE PT USE AEROSOL DEVICE,4
2530,Nursing,SHAMPOO HAIR,4
2531,Imaging,US DRAINAGE PLEURAL PERC W CATH W GUIDE RIGHT,4
2532,Imaging,CT SHOULDER W CONTRAST LEFT,4
2533,Therapeutic Recreation Orderables,THERAPEUTIC RECREATION EVAL & TREAT,4
2534,Consult,IP CONSULT TO ORTHOTIST,4
2535,External Education,EDUCATION PAIN MANAGEMENT: PCA - EMMI,4
2536,Lab,GLUCAGON LEVEL,4
2537,Lab,ETHOSUXIMIDE LEVEL,4
2538,Consult,IP CONSULT TO PROCTOLOGY,4
2539,PR Charge,PR BLOOD GLUCOSE TEST STRIPS,4
2540,Procedures,GASTROESOPHAGEAL BALLOON TAMPONADE,4
2541,Imaging,NM RENAL IMAGING W FUNCTION,4
2542,Imaging,XR FINGER(S) BILATERAL,4
2543,Microbiology,"CHLAMYDIA, GENITAL",4
2544,Imaging,XR VENOGRAM EXT UNILATERAL LEFT,4
2545,Electrophysiology,NM PHARMACOLOGICAL STRESS TEST,4
2546,Lab,HIV 1 PROVIRAL DNA QUAL PCR,4
2547,Imaging,CT DRAINAGE LUNG BILAT,4
2548,Imaging,CT HEAD+MAXILLOFAC+C SPINE WO CONT,4
2549,External Education,EDUCATION COLONOSCOPY,4
2550,External Education,EDUCATION SLEEP APNEA (OSA) - EMMI,4
2551,Lab,ALCOHOL PANEL,4
2552,Lab,VITAMIN B2 LEVEL,4
2553,Imaging,PET BRAIN METABOLIC EVAL IMAGING,4
2554,External Education,EDUCATION BLOOD TRANSFUSION - EMMI,4
2555,PR Charge,PR AVASTIN 2.5 MG/0.1 ML MTHD OF ADM INTRAVITREAL INJ,4
2556,Imaging,CTA VENOUS LOW EXT W WO CONTRAST LEFT,4
2557,Microbiology,PINWORM PREP,4
2558,Imaging,MRA VENOUS ABD W WO CONTRAST,4
2559,Nursing,FOLLOW INTERDIS PW: HYSTERECTOMY (SAME DAY) PATHWAY,4
2560,Imaging,MRA VENOUS NECK W WO CONTRAST,4
2561,Imaging,CT SHOULDER W CONTRAST RIGHT,4
2562,External Education,EDUCATION WOUND CARE: CHRONIC - EMMI,4
2563,Dialysis,CONTINUOUS RENAL REPLACEMENT THERAPY,4
2564,Imaging,MRI THERAPY PLAN TSPINE WO CONTR,4
2565,Lab,FACTOR VIII INHIBITOR W/REFLEX,4
2566,Imaging,MRI HIP W CONTRAST RIGHT,4
2567,Point of Care Testing,POC BNP,4
2568,PR Charge,PR FLEETS ENEMA,3
2569,Lab,"MAGNESIUM, RANDOM URINE",3
2570,External Education,EDUCATION INHALER - SPIRIVA HANDIHALER - EMMI,3
2571,Neurology,EEG AWAKE OR DROWSY ROUTINE,3
2572,Lab,FETAL SCREEN,3
2573,General Supply,SLING AND SWATH,3
2574,Imaging,XR HIP MIN 4 VIEWS RT,3
2575,Lab,"NEUROMYELITIS OPTICA NMO AUTOANTIBODY, IGG, CSF",3
2576,Lab,"TRICYCLIC ANTIDEPRESSANT CONFIRMATION, URINE",3
2577,Outpatient Referral,AMB REFERRAL TO VASCULAR SURGERY,3
2578,Imaging,MRI TIBIA FIBULA W CONTRAST LEFT,3
2579,Imaging,CT ANKLE WO CONTRAST BILAT,3
2580,Electrophysiology,CL LT HEART CATHETERIZATION,3
2581,Lab,MAG AUTOANTIBODY,3
2582,Nursing,DEFLATE TRACHEOSTOMY CUFF,3
2583,Lab,CARBOHYDRATE DEFICIENT TRANSFERRIN,3
2584,Lab,SACCHAROMYCES CEREVISIAE IGA ANTIBODY,3
2585,Imaging,US DRAINAGE PERITONEAL,3
2586,SLP,SLP ALTERNATIVE AUGMENTATIVE EVALUATION,3
2587,Lab,KAPPA/LAMBDA LIGHT CHAINS,3
2588,PR Charge,PR MEROPENEM,3
2589,General Supply,FINGER SPLINT,3
2590,PR Charge,PR ERTAPENEM INJECTION,3
2591,Equipment,SHOWER CHAIR,3
2592,PR Charge,PR PRENATAL VITAMINS 30 DAY,3
2593,Lab,NEUROMYEL OPTICA EVAL,3
2594,Equipment,HOME PHOTOTHERAPY,3
2595,Precaution,CARDIAC STERNAL PRECAUTIONS,3
2596,Imaging,XR SACROILIAC JOINTS 3+ VW,3
2597,OT,OT NEUROSTIMULATOR,3
2598,Imaging,MRI SHOULDER W CONTRAST RIGHT,3
2599,Imaging,MRI BRAIN WO + MRA BRAIN WO,3
2600,Lab,"THALLIUM, BLOOD",3
2601,Lab,FACTOR XII ASSAY,3
2602,Nursing,SELF CATHETERIZATION,3
2603,Imaging,CTA PELVIS W WO CONTRAST,3
2604,Imaging,XR CERVICAL SPINE 2 OR 3 VW,3
2605,Consult,IP CONSULT TO DERMATOLOGY,3
2606,Sleep Center,POLYSOMNOGRAPHY 4 OR MORE PARAMETERS,3
2607,Imaging,MAMMO BREAST US BILAT LTD,3
2608,Nursing,APPLY POUCH,3
2609,PR Charge,"PR ENEMA, FLEETS",3
2610,Immunization/Injection,CEFAZOLIN SODIUM 1 G INJECTION,3
2611,Nursing,FOLLOW PW ENT: CLEAN MAJOR HEAD AND NECK SURGERY; POST-OP PATHWAY,3
2612,Imaging,CTA FEMUR W WO CONTRAST LEFT,3
2613,SLP,SLP TREATMENT GROUP,2
2614,Imaging,US ADRENAL,2
2615,Nursing,FOLLOW INTERDIS PW: MINIMALLY INVASIVE HYSTERECTOMY POST OP,2
2616,Lab,"FAT, FECES",2
2617,Imaging,MRI FEMUR W CONTRAST LEFT,2
2618,IV,THERAPEUTIC PHLEBOTOMY,2
2619,Behavioral Health Services,PRECAUTIONS PSYCH,2
2620,Imaging,MRI THERAPY PLAN BRAIN WO CONTR,2
2621,Imaging,NM RENOGRAM W WO PHARM,2
2622,Imaging,CTA UPR EXT W WO CONTRAST LEFT,2
2623,Lab,THIOPURINE METHYLTRANSFERASE,2
2624,External Education,EDUCATION ADVANCE DIRECTIVES - EMMI,2
2625,Diet,DIET TYRAMINE CONTROL,2
2626,Imaging,US GUIDE AMNIOCENTESIS,2
2627,Imaging,MRI PITUITARY W CONTRAST,2
2628,Imaging,US ARTERIAL IMAGE UPPER GRAFT,2
2629,Restraints,"RESTRAINT,VIOLENT/SELF DESTR (9-17)",2
2630,Imaging,US BIOPSY RENAL RIGHT,2
2631,Lab,T AND B CELL PANEL,2
2632,Imaging,US BIOPSY LUNG MEDIASTINUM BI,2
2633,Consult,IP CONSULT TO INTERPRETER SERVICES,2
2634,Imaging,MRA VENOUS NECK WO CONTRAST,2
2635,Consult,IP CONSULT TO PEDIATRIC ORTHOPEDICS,2
2636,Lab,PERIPHERAL BLOOD STAINED SLIDE REQUEST,2
2637,Neurology,NERVE CONDUCTION TEST,2
2638,Nursing,DEXTROSE 5% IN WATER ORAL SOLUTION,2
2639,Outpatient Referral,AMB REFERRAL TO OCCUPATIONAL MEDICINE,2
2640,Lab,INHIBIN A,2
2641,Imaging,US UPR EXT ART DOPP MULT LVL BI,2
2642,Microbiology,VZV DFA,2
2643,External Education,EDUCATION CLOSED BULB DRAINS (JP AND BLAKE) - EMMI,2
2644,Imaging,XR TIBIA AND FIBULA 1 VW RIGHT,2
2645,Imaging,XR SCAPULA BILAT,2
2646,Imaging,CT DRAINAGE RENAL BILAT,2
2647,Imaging,MAMMO CONSULTATION,2
2648,Imaging,XR ACROMIOCLAVICULAR JOINTS BI,2
2649,Imaging,MAMMO BREAST US LT,2
2650,Precaution,ASSAULT PRECAUTIONS,2
2651,Nourishments,DIET SUPPLEMENT SUGAR FREE CHEWING GUM,2
2652,Outpatient Referral,AMB REFERRAL TO DME,2
2653,OB,AMNIOCENTESIS DIAGNOSTIC,2
2654,Lab,RPR TITER,2
2655,External Education,EDUCATION PEDIALYTE: WHAT'S  THAT MEAN? - EMMI MERCY KIDS,2
2656,Imaging,MRI LOW EXT  JOINT WO CONT RIGHT,2
2657,Imaging,US ASPIRATION LIVER,2
2658,Nursing,EYE BURR DRILL TO BEDSIDE,2
2659,Imaging,MRI TEMPROMANDIBULAR JOINTS,2
2660,ECHO,ECHO STRESS TEST W METABOLIC STRESS,2
2661,Lab,"CERV/VAG CYTOPATH PAP, MAN SCREEN",2
2662,Immunization/Injection,AMPICILLIN 1 GRAM INJECTION,2
2663,Lab,"TRICYCLIC ANTIDEPRESSANT SCREEN, URINE",2
2664,Imaging,US ANKLE BRACHIAL INDEX W STRESS,2
2665,Lab,HISTOPLASMA AG QUANTITATIVE,2
2666,Lab,"RNA POLYMERASE III AB, IGG",2
2667,External Education,EDUCATION PALLIATIVE CARE,2
2668,Imaging,US OB FETAL DETAIL ADDL GEST,2
2669,Imaging,XR BONE SURVEY LIMITED,2
2670,Restraints,"RESTRAINTS,RENEW VIOLENT/SELF DESTR (9-17)",2
2671,Lab,BABESIA MICROTI IGG,2
2672,Lab,FLT3 MUTATION ANALYSIS,2
2673,Imaging,MRI CERV THOR LUM WO CONT,2
2674,External Education,EDUCATION BLOOD TRANSFUSION,2
2675,Imaging,XR SPINE SCOLIOSIS 1 VIEW STANDING,2
2676,Lab,PLASMINOGEN,2
2677,Lab,QUETIAPINE SEROQUEL LEVEL,2
2678,Lab,ZONISAMIDE LEVEL,2
2679,Nursing,TRAPEZE NOT ALLOWED,2
2680,Nursing,ONCOLOGY NURSING COMMUNICATION J,2
2681,Nursing,SUPRAPUBIC CATHETER - DISCONTINUE,2
2682,Nursing,ONCOLOGY NURSING COMMUNICATION,2
2683,Nursing,DISCONTINUE SWANZ GANZ KEEP INTRODUCER,2
2684,Nursing,ORIENT PATIENT,2
2685,Lab,IEF CONFIRMS,2
2686,Imaging,MRI CARDIAC + MRA CHEST,2
2687,PFT,SPIROMETRY WITHOUT BRONCHODILATOR,2
2688,Imaging,MRI WRIST WO CONTRAST RIGHT,2
2689,Imaging,CT SHOULDER W WO CONTRAST RIGHT,2
2690,Nursing,ARTERIAL LINE CHECK,2
2691,Imaging,XR TOE(S) BILATERAL,2
2692,Imaging,CTA KNEE W WO CONTRAST RIGHT,2
2693,External Education,EDUCATION UTERINE FIBROIDS: TREATMENT OPTIONS,2
2694,Imaging,CT ST NECK W WO + CHEST W CONT,2
2695,Behavioral Health Services,PET THERAPY,2
2696,Lab,ADENOVIRUS BY PCR,2
2697,Imaging,XR DEXA BONE DENSITY APPENDICULAR,2
2698,Consult to Surgery,IP CONSULT TO TRAUMA SURGERY,2
2699,Outpatient Referral,AMB REFERRAL TO LACTATION,2
2700,Imaging,US PENILE VESSELS DUPLEX LTD,2
2701,Point of Care Testing,POC FERN TEST,2
2702,Lab,"DIGEORGE SYNDROME, FISH",2
2703,Imaging,MRI BRAIN CERVICAL W/O CONTRAST,2
2704,Consult,IP CONSULT TO BURN/WOUND,2
2705,Imaging,MRA HEAD W CONTRAST,2
2706,Outpatient Referral,AMB REFERRAL TO CARDIOTHORACIC SURGEON,2
2707,Lab,"BK VIRUS BY PCR, NON BLOOD",2
2708,Imaging,XR ARTHROGRAM TMJ RIGHT,2
2709,Microbiology,"BACTERIAL ID AND SENSITIVITY, PURE PLATE",2
2710,Lab,RISTOCETIN COFACTOR ACTIVITY,2
2711,External Education,"EDUCATION OSTOMY (ILEOSTOMY, COLOSTOMY): LIVING WITH - EMMI",2
2712,Nursing,FOLLOW INTERDIS PW: CLEAN MAJOR HEAD AND NECK SURGERY; POST-OP PATHWAY,2
2713,Lab,CELIAC HLA DQ DNA TYPING,2
2714,Imaging,CT GUIDED STEREOTACTIC LOCALIZATION,2
2715,Imaging,MRI KNEE W CONTRAST RIGHT,2
2716,Imaging,MAMMO DIAGNOSTIC UNI RIGHT W OR WO CAD,2
2717,Nursing,STRAPPING OF LOW BACK,2
2718,Imaging,XR CHOLANGIOGRAM OPERATIVE ADD'L,2
2719,Lab,"ALPHA FETOPROTEIN, AMNIOTIC FLUID",2
2720,External Education,EDUCATION GASTROESOPHAGEAL REFLUX DISEASE - EMMI,2
2721,PR Charge,PR AIR PRESSURE MATTRESS,2
2722,Lab,"NICOTINE AND METABOLITE, SERUM",2
2723,External Education,EDUCATION HYPERGLYCEMIA: WHAT'S  THAT MEAN? - EMMI MERCY KIDS,2
2724,Imaging,CTA KNEE W WO CONTRAST LEFT,2
2725,Imaging,MRA AORTA W WO CONTRAST,2
2726,Neurology,EEG AWAKE OR DROWSY PORTABLE,2
2727,PFT,PLETHYSMOGRAPHY,2
2728,Behavioral Health Services,PRIVILEGES PSYCH,2
2729,Imaging,MRI HAND WO CONTRAST BILAT,2
2730,Lab,"CARNITINE, RANDOM URINE",2
2731,Lab,"CHIC2 DELETION, FISH",2
2732,Dialysis,THERAPEUTIC APHERESIS FOR RED BLOOD CELLS,2
2733,Imaging,MRI ELBOW W CONTRAST RIGHT,2
2734,Diet,DIET LOW IODINE,2
2735,PR Charge,"PR ANTICOAG MGMT, INITIAL 90 DAYS",2
2736,Imaging,CT KNEE W WO CONTRAST RIGHT,2
2737,Imaging,US UPR EXT ART DOPP SNGL LVL BI,2
2738,PT,PT NEUROMUSCULAR RE-ED,2
2739,Imaging,XR FLUORO NEEDLE PLACEMENT,2
2740,Imaging,US FETAL DETAIL + BPP WNST,2
2741,Microbiology,"ORGANISM ID AND SENSITIVITY, PURE PLATE",2
2742,Nursing,RECTAL CHECK,2
2743,PR Charge,PR STRAINER STONE,2
2744,Lab,MUMPS IGM ANTIBODY,2
2745,Imaging,US VENOUS REFLUX BILATERAL,2
2746,Lab,FLECAINIDE LEVEL,2
2747,Imaging,US CONSULTATION,2
2748,General Supply,CERVICAL COLLAR,2
2749,Nursing,NO HEAVY LIFTING,2
2750,Outpatient Referral,AMB REFERRAL TO PSYCHOLOGY,2
2751,Imaging,CT TIBIA FIBULA W WO CONTRAST RIGHT,2
2752,Outpatient Referral,AMB REFERRAL TO ANTICOAGULATION MONITORING,2
2753,Lab,"ALLERGEN MILK, IGE",2
2754,Electrophysiology,STRESS TEST EXERCISE NUCLEAR MED,2
2755,External Education,EDUCATION ANTICOAGULANTS FOR ATRIAL FIBRILLATION,2
2756,Imaging,CT SINUS STEALTH PROTOCOL,2
2757,Outpatient Referral,AMB REFERRAL TO PEDIATRIC ORTHOPEDIC SURGERY,2
2758,Imaging,IR REMOVAL OF CATHETER BLOCKAGE,2
2759,Lab,"AMYLASE, RANDOM URINE",2
2760,Imaging,CTA VENOUS LOW EXT W WO CONTRAST RIGHT,2
2761,PR Charge,"PR CRUTCHES, UNDERARM, ADULT",2
2762,External Education,"EDUCATION PAIN MANAGEMENT, ACUTE, IN HOSP: OTHER WAYS - EMMI",2
2763,Microbiology,STOOL CULTURE,2
2764,Lab,"CHROMOSOME ANALYSIS, BLOOD",2
2765,Lab,SWEAT CHLORIDE TESTING,2
2766,Imaging,US OB FU PER FETUS +BPP WO NST,2
2767,Lab,"ALLERGY PANEL, PEDIATRIC <3 YEARS",2
2768,Lab,RUBEOLA IGM,2
2769,Lab,"THYROGLOBULIN, MASS SPEC",2
2770,Respiratory Care,RESPIRATORY THERAPY EDUCATION,2
2771,Lab,MUMPS IGG ANTIBODY,2
2772,Nursing,MANUAL QUAD COUGH,2
2773,Imaging,MRA AORTA WO CONTRAST,2
2774,Procedures,UMBILICAL CATHERIZATION,2
2775,Nursing,"FOLLOW INTERDIS PW: UNSTABLE ANGINA/ACUTE MYOCARDIAL INFARCTION, NSTEMI",2
2776,Lab,APOLIPOPROTEIN B,2
2777,Lab,ALPHA SUBUNIT,2
2778,Lab,"ALLERGEN CORN, FOOD, IGE",2
2779,OT,OT ORTHOTIC FITTING/TRAINING,2
2780,Imaging,CT RENAL CRYO ABLATION PERCUTANEOUS,2
2781,Imaging,CTA HUMERUS W WO CONTRAST LEFT,2
2782,Equipment,SUPRAPUBIC CATHETER,2
2783,Imaging,XR ARTHROGRAM HIP RIGHT,2
2784,Imaging,CT CHEST W WO CONTRAST ABDOMEN W,2
2785,Nursing,MASSAGE THERAPY,2
2786,General Supply,EYE PROTECTION PATCH,2
2787,External Education,EDUCATION PNEUMONIA - EMMI,2
2788,Imaging,US VEN DOPPLER MAPPING LEG RIGHT,2
2789,Imaging,XR ANKLE 1 VW LEFT,2
2790,Immunization/Injection,EPINEPHRINE (PF) 1 MG/ML INJECTION,2
2791,Nursing,NO BLOOD DRAW R ARM,2
2792,General Supply,POST OP SHOE,2
2793,Imaging,CT HAND W CONTRAST RIGHT,2
2794,Lab,SELENIUM LEVEL,2
2795,Nursing,AIRWAY CHECKS,2
2796,OT,OT WOUND CARE,2
2797,Imaging,MRI FOREARM W WO CONTRAST BILAT,2
2798,Imaging,MAMMO DIG DIAG BILAT W 3D TOMO,2
2799,Lab,HEPATITIS B SURFACE ANTIGEN CONFIRMATION,2
2800,Imaging,CT ANKLE W CONTRAST LEFT,2
2801,External Education,EDUCATION CPAP (CONTINUOUS POSITIVE AIRWAY PRESSURE) FOR SLEEP APNEA,2
2802,ECHO,ECHO STRESS W CONTRAST EXER W DOPP AND COLOR FL,2
2803,Imaging,US OB FOLLOW UP + TV,2
2804,Lab,FREE FATTY ACIDS,2
2805,OB,AMNIOTIC FLUID INDEX,2
2806,Imaging,CT ASPIRATION RENAL LEFT,2
2807,Nursing,LIVER BIOPSY TRAY TO BEDSIDE,2
2808,PR Charge,PR TLSO FULL CORSET,2
2809,Point of Care Testing,POC MONONUCLEOSIS SCREEN,2
2810,ECG,EKG 12 LEAD UNIT PERFORMED,2
2811,Lab,HISTOPLASMA/BLASTOMYCES PCR,2
2812,Lab,REFERENCE LAB PROCESSING FEE,2
2813,Imaging,US RENAL ARTERY DUPLEX,2
2814,Lab,"METHYLMALONIC ACID, RANDOM URINE",2
2815,Nursing,WET TO DRY DRESSING,2
2816,PT,PT DEVELOPMENTAL EVALUATION,2
2817,Sleep Center,SLEEP STUDY ATTENDED,2
2818,Imaging,XR VOIDING URETHROCYSTOGRAM,2
2819,PR Charge,"PR DME SUPPLY OR ACCESSORY, NOS",2
2820,Respiratory Care,CAP TRACH,2
2821,Blood Bank,ISOAGGLUTININ TITER,2
2822,Nursing,GROIN SITE ASSESSMENT,2
2823,Imaging,MRI BRAIN CERVICAL W WO CONTRAST,2
2824,Lab,RUBEOLA IGG,2
2825,Lab,HDL CHOLESTEROL,2
2826,Imaging,XR ARTHROGRAM WRIST RIGHT,2
2827,Imaging,NM GASTROESOPHAGEAL REFLUX STUDY,2
2828,Lab,"COPPER, 24HR URINE",2
2829,Lab,PML/RARA T(15:17) BY FISH,2
2830,Point of Care Testing,POC URINALYSIS DIPSTICK AUTOMATED,2
2831,Imaging,MRI LOW EXT NON JNT WO CONT RIGHT,2
2832,Imaging,MRI LOW EXT NON JNT W CONT RIGHT,2
2833,Lab,FLUOXETINE LEVEL,2
2834,Imaging,CT BIOPSY PLEURA RIGHT,2
2835,Consult,IP CONSULT TO FAMILY PRACTICE,2
2836,Consult,IP CONSULT TO IV TEAM,2
2837,Nursing,FOOT SOAKS,2
2838,Respiratory Care,PENTAMIDINE TREATMENT,2
2839,Lab,CO2 TOTAL,2
2840,Microbiology,FERN TEST VAGINAL FLUID,2
2841,Respiratory Care,BEDSIDE SPIROMETRY WITH BRONCHODILATOR,2
2842,Lab,ITRACONAZOLE LEVEL,2
2843,Lab,HISTOPLASMA ANTIGEN REFLEX,2
2844,OB,AMNIOCENTESIS THERAPEUTIC,2
2845,Nursing Transfusion,TRANSFUSE CRYOPRECIPITATE IN ML,2
2846,Lab,ANTI-XA ACTIVITYTY,2
2847,Imaging,CT FOREARM WO CONTRAST LEFT,2
2848,Respiratory Care,HELIOX TREATMENT,2
2849,Nursing,CALF CIRCUMFERENCE,2
2850,Nursing,DO NOT USE EXTREMITY,2
2851,Imaging,XR ELBOW 1 VW BILAT,2
2852,Lab,BILIRUBIN DIRECT NEONATAL,2
2853,Lab,HELICOBACTER PYLORI IGM,2
2854,Imaging,MRA VENOUS NECK W CONTRAST,2
2855,Immunization/Injection,LIDOCAINE (PF) 1 % (10 MG/ML) INJECTION,2
2856,Nursing,PW PED: RESP DISTRESS-ASTHMA AND ASTHMA-LIKE CONDITIONS (PATHWAY),2
2857,Imaging,MRI ANKLE W WO CONTRAST RIGHT,2
2858,Imaging,MRI UPR EXT JOINT WO CONT RIGHT,2
2859,Respiratory Care,NASOPHARYNGEAL AIRWAY,2
2860,Imaging,US EXT NEEDLE BX RIGHT,2
2861,ECHO,ECHO STRESS TEST EXERCISE WO ECG,2
2862,Imaging,US OB 14+ WKS SINGLE GEST W COUNSEL,2
2863,Lab,LYME DISEASE DNA,2
2864,Lab,COMPLEMENT C2,2
2865,Lab,"BLASTOMYCES AB, IMMUNODIFFUSION",2
2866,Consult,IP CONSULT TO FOOT CARE,2
2867,Respiratory Care,COUGHALATOR,2
2868,Lab,FACTOR VIII INHIBITOR SCREEN,2
